state,level,week,year
UT,8,51,2012
UT,10,52,2012
UT,10,1,2013
UT,10,2,2013
UT,10,3,2013
UT,10,4,2013
UT,10,5,2013
UT,9,6,2013
UT,7,7,2013
UT,6,8,2013
UT,5,9,2013
UT,4,10,2013
UT,4,11,2013
UT,2,12,2013
UT,2,13,2013
UT,2,14,2013
UT,1,15,2013
UT,1,16,2013
UT,1,17,2013
UT,1,18,2013
UT,1,19,2013
UT,1,20,2013
UT,1,21,2013
UT,1,22,2013
UT,1,23,2013
UT,1,24,2013
UT,1,25,2013
UT,1,26,2013
UT,1,27,2013
UT,1,28,2013
UT,1,29,2013
UT,1,30,2013
UT,1,31,2013
UT,1,32,2013
UT,1,33,2013
UT,1,34,2013
UT,1,36,2013
UT,1,35,2013
UT,1,37,2013
UT,1,38,2013
UT,1,39,2013
UT,1,40,2013
UT,1,41,2013
UT,2,42,2013
UT,2,43,2013
UT,2,44,2013
UT,2,45,2013
UT,2,46,2013
UT,3,47,2013
UT,3,48,2013
UT,5,49,2013
UT,4,50,2013
UT,6,51,2013
UT,10,52,2013
UT,7,1,2014
UT,7,2,2014
UT,6,3,2014
UT,6,4,2014
UT,4,5,2014
UT,4,6,2014
UT,4,7,2014
UT,5,8,2014
UT,3,9,2014
UT,3,10,2014
UT,3,11,2014
UT,4,12,2014
UT,3,13,2014
UT,3,14,2014
UT,2,15,2014
UT,2,16,2014
UT,3,17,2014
UT,2,18,2014
UT,2,19,2014
UT,2,20,2014
UT,2,21,2014
UT,2,22,2014
UT,1,23,2014
UT,1,24,2014
UT,1,26,2014
UT,1,27,2014
UT,1,28,2014
UT,1,29,2014
UT,1,30,2014
UT,1,31,2014
UT,1,32,2014
UT,1,33,2014
UT,1,34,2014
UT,1,35,2014
UT,1,36,2014
UT,1,37,2014
UT,1,38,2014
UT,1,39,2014
UT,1,40,2014
UT,1,41,2014
UT,1,42,2014
UT,2,43,2014
UT,2,44,2014
UT,2,45,2014
UT,3,46,2014
UT,3,47,2014
UT,4,48,2014
UT,5,49,2014
UT,7,50,2014
UT,9,51,2014
UT,10,52,2014
UT,10,53,2015
UT,10,1,2015
UT,8,2,2015
UT,8,3,2015
UT,7,4,2015
UT,6,5,2015
UT,5,6,2015
UT,4,7,2015
UT,3,8,2015
UT,4,9,2015
UT,2,10,2015
UT,3,11,2015
UT,3,12,2015
UT,3,13,2015
UT,3,14,2015
UT,1,15,2015
UT,3,16,2015
UT,2,17,2015
UT,2,18,2015
UT,1,19,2015
UT,1,20,2015
UT,2,21,2015
UT,1,22,2015
UT,1,23,2015
UT,1,24,2015
UT,1,25,2015
UT,1,26,2015
UT,1,27,2015
UT,1,28,2015
UT,1,29,2015
UT,1,31,2015
UT,1,30,2015
UT,1,39,2015
UT,1,38,2015
UT,1,37,2015
UT,1,36,2015
UT,1,35,2015
UT,1,34,2015
UT,1,33,2015
UT,1,32,2015
UT,1,40,2015
UT,1,41,2015
UT,1,42,2015
UT,1,43,2015
UT,2,44,2015
UT,2,45,2015
UT,2,46,2015
UT,3,47,2015
UT,1,48,2015
UT,1,49,2015
UT,2,50,2015
UT,3,51,2015
UT,3,52,2016
UT,2,1,2016
UT,3,2,2016
UT,3,3,2016
UT,5,4,2016
UT,5,5,2016
UT,6,6,2016
UT,8,7,2016
UT,9,8,2016
UT,7,9,2016
UT,7,10,2016
UT,7,11,2016
UT,2,18,2009
UT,2,17,2009
UT,1,16,2009
UT,1,15,2009
UT,2,14,2009
UT,2,13,2009
UT,2,12,2009
UT,2,11,2009
UT,3,10,2009
UT,3,9,2009
UT,3,8,2009
UT,3,7,2009
UT,3,6,2009
UT,2,5,2009
UT,1,4,2009
UT,1,3,2009
UT,1,2,2009
UT,1,1,2009
UT,1,53,2009
UT,1,52,2008
UT,1,51,2008
UT,1,50,2008
UT,1,49,2008
UT,1,48,2008
UT,1,47,2008
UT,1,46,2008
UT,1,45,2008
UT,1,44,2008
UT,1,43,2008
UT,1,42,2008
UT,1,41,2008
UT,1,40,2008
UT,1,34,2009
UT,1,33,2009
UT,1,32,2009
UT,1,31,2009
UT,1,30,2009
UT,1,29,2009
UT,2,28,2009
UT,4,27,2009
UT,9,26,2009
UT,10,25,2009
UT,10,24,2009
UT,10,23,2009
UT,10,22,2009
UT,4,21,2009
UT,2,20,2009
UT,1,19,2009
UT,5,38,2009
UT,3,37,2009
UT,1,36,2009
UT,1,35,2009
UT,8,39,2009
UT,10,40,2009
UT,10,41,2009
UT,10,42,2009
UT,10,43,2009
UT,10,44,2009
UT,10,45,2009
UT,9,46,2009
UT,6,47,2009
UT,3,48,2009
UT,1,49,2009
UT,1,50,2009
UT,1,51,2009
UT,1,52,2010
UT,1,1,2010
UT,1,2,2010
UT,1,3,2010
UT,1,4,2010
UT,1,5,2010
UT,1,6,2010
UT,1,7,2010
UT,1,8,2010
UT,1,9,2010
UT,1,10,2010
UT,1,11,2010
UT,1,12,2010
UT,1,13,2010
UT,1,14,2010
UT,1,23,2010
UT,1,24,2010
UT,1,25,2010
UT,1,26,2010
UT,1,27,2010
UT,1,28,2010
UT,1,30,2010
UT,1,29,2010
UT,1,15,2010
UT,1,16,2010
UT,1,17,2010
UT,1,18,2010
UT,1,19,2010
UT,1,20,2010
UT,1,22,2010
UT,1,21,2010
UT,1,32,2010
UT,1,31,2010
UT,1,33,2010
UT,1,34,2010
UT,1,35,2010
UT,1,36,2010
UT,1,37,2010
UT,1,38,2010
UT,1,39,2010
UT,1,40,2010
UT,1,41,2010
UT,1,42,2010
UT,1,43,2010
UT,1,44,2010
UT,1,45,2010
UT,2,46,2010
UT,1,47,2010
UT,1,48,2010
UT,2,49,2010
UT,2,50,2010
UT,2,51,2010
UT,2,52,2011
UT,1,1,2011
UT,6,2,2011
UT,5,3,2011
UT,2,4,2011
UT,5,5,2011
UT,8,6,2011
UT,6,7,2011
UT,4,8,2011
UT,2,9,2011
UT,4,10,2011
UT,4,11,2011
UT,3,12,2011
UT,3,13,2011
UT,1,14,2011
UT,1,15,2011
UT,1,16,2011
UT,1,17,2011
UT,1,18,2011
UT,1,19,2011
UT,1,20,2011
UT,1,21,2011
UT,1,22,2011
UT,1,26,2011
UT,1,25,2011
UT,1,24,2011
UT,1,23,2011
UT,1,40,2011
UT,1,39,2011
UT,1,41,2011
UT,1,42,2011
UT,2,38,2011
UT,1,37,2011
UT,1,36,2011
UT,1,35,2011
UT,1,34,2011
UT,1,33,2011
UT,1,32,2011
UT,1,31,2011
UT,1,30,2011
UT,1,29,2011
UT,1,28,2011
UT,1,27,2011
UT,1,43,2011
UT,1,44,2011
UT,2,45,2011
UT,1,46,2011
UT,2,47,2011
UT,1,48,2011
UT,1,49,2011
UT,1,50,2011
UT,2,51,2011
UT,2,52,2011
UT,2,1,2012
UT,3,2,2012
UT,2,3,2012
UT,2,4,2012
UT,4,5,2012
UT,4,6,2012
UT,4,7,2012
UT,4,8,2012
UT,3,9,2012
UT,4,10,2012
UT,6,11,2012
UT,4,12,2012
UT,4,13,2012
UT,2,14,2012
UT,2,15,2012
UT,1,16,2012
UT,1,17,2012
UT,1,18,2012
UT,1,19,2012
UT,1,20,2012
UT,1,21,2012
UT,1,22,2012
UT,1,23,2012
UT,1,24,2012
UT,1,25,2012
UT,1,26,2012
UT,1,27,2012
UT,1,28,2012
UT,3,46,2019
UT,3,47,2019
UT,6,48,2019
UT,3,49,2019
UT,5,50,2019
UT,8,51,2019
UT,11,52,2019
UT,11,1,2020
UT,10,2,2020
UT,11,3,2020
UT,11,4,2020
UT,11,5,2020
UT,11,6,2020
UT,10,7,2020
UT,11,8,2020
UT,10,9,2020
UT,10,10,2020
UT,10,11,2020
UT,11,12,2020
UT,7,13,2020
UT,4,14,2020
UT,3,15,2020
UT,1,16,2020
UT,1,17,2020
UT,1,18,2020
UT,1,19,2020
UT,1,20,2020
UT,1,21,2020
UT,1,22,2020
UT,1,23,2020
UT,1,24,2020
UT,1,25,2020
UT,1,26,2020
UT,1,27,2020
UT,1,28,2020
UT,1,29,2020
UT,1,30,2020
UT,1,31,2020
UT,1,32,2020
UT,1,33,2020
UT,1,34,2020
UT,1,35,2020
UT,1,36,2020
UT,1,37,2020
UT,1,38,2020
UT,1,39,2020
UT,1,40,2020
UT,1,41,2020
UT,1,42,2020
UT,1,43,2020
UT,5,12,2016
UT,5,13,2016
UT,5,14,2016
UT,3,15,2016
UT,2,16,2016
UT,2,17,2016
UT,1,18,2016
UT,1,19,2016
UT,1,20,2016
UT,1,21,2016
UT,1,22,2016
UT,1,23,2016
UT,1,24,2016
UT,1,25,2016
UT,1,26,2016
UT,1,27,2016
UT,1,28,2016
UT,1,29,2016
UT,1,30,2016
UT,1,31,2016
UT,1,32,2016
UT,1,33,2016
UT,1,34,2016
UT,1,35,2016
UT,1,36,2016
UT,1,37,2016
UT,1,38,2016
UT,1,39,2016
UT,1,40,2016
UT,1,41,2016
UT,1,42,2016
UT,1,43,2016
UT,1,44,2016
UT,1,45,2016
UT,1,46,2016
UT,1,47,2016
UT,1,48,2016
UT,1,49,2016
UT,2,50,2016
UT,7,51,2016
UT,8,52,2016
UT,7,1,2017
UT,6,2,2017
UT,6,3,2017
UT,4,4,2017
UT,3,5,2017
UT,3,6,2017
UT,2,7,2017
UT,3,8,2017
UT,1,9,2017
UT,1,10,2017
UT,1,11,2017
UT,1,12,2017
UT,1,13,2017
UT,1,14,2017
UT,1,15,2017
UT,1,16,2017
UT,1,17,2017
UT,1,18,2017
UT,1,19,2017
UT,1,20,2017
UT,1,21,2017
UT,1,22,2017
UT,1,23,2017
UT,1,24,2017
UT,1,25,2017
UT,1,26,2017
UT,1,27,2017
UT,1,28,2017
UT,1,29,2017
UT,1,30,2017
UT,1,31,2017
UT,1,32,2017
UT,1,33,2017
UT,1,34,2017
UT,1,35,2017
UT,1,36,2017
UT,1,37,2017
UT,1,38,2017
UT,1,39,2017
UT,1,40,2017
UT,1,41,2017
UT,1,42,2017
UT,1,43,2017
UT,1,44,2017
UT,1,45,2017
UT,1,46,2017
UT,1,47,2017
UT,1,48,2017
UT,1,49,2017
UT,1,50,2017
UT,1,51,2017
UT,4,52,2017
UT,3,1,2018
UT,4,2,2018
UT,5,3,2018
UT,3,4,2018
UT,4,5,2018
UT,6,6,2018
UT,7,7,2018
UT,7,8,2018
UT,3,9,2018
UT,4,10,2018
UT,3,11,2018
UT,2,12,2018
UT,1,13,2018
UT,2,14,2018
UT,1,15,2018
UT,1,16,2018
UT,1,17,2018
UT,2,18,2018
UT,1,19,2018
UT,1,20,2018
UT,1,21,2018
UT,3,22,2018
UT,1,23,2018
UT,1,25,2018
UT,1,24,2018
UT,1,26,2018
UT,1,27,2018
UT,1,28,2018
UT,1,29,2018
UT,1,30,2018
UT,1,31,2018
UT,1,32,2018
UT,1,33,2018
UT,1,35,2018
UT,1,36,2018
UT,1,37,2018
UT,1,38,2018
UT,1,39,2018
UT,1,40,2018
UT,1,41,2018
UT,1,42,2018
UT,2,43,2018
UT,1,44,2018
UT,3,45,2018
UT,3,46,2018
UT,5,47,2018
UT,4,48,2018
UT,4,49,2018
UT,4,50,2018
UT,6,51,2018
UT,10,52,2018
UT,9,1,2019
UT,7,2,2019
UT,7,3,2019
UT,9,4,2019
UT,10,5,2019
UT,10,6,2019
UT,10,7,2019
UT,10,8,2019
UT,10,9,2019
UT,10,10,2019
UT,10,11,2019
UT,8,12,2019
UT,6,13,2019
UT,6,14,2019
UT,3,15,2019
UT,4,16,2019
UT,3,17,2019
UT,3,18,2019
UT,3,19,2019
UT,3,20,2019
UT,2,21,2019
UT,2,23,2019
UT,3,22,2019
UT,1,24,2019
UT,1,25,2019
UT,1,26,2019
UT,1,27,2019
UT,1,28,2019
UT,1,29,2019
UT,1,30,2019
UT,1,31,2019
UT,1,32,2019
UT,1,33,2019
UT,1,34,2019
UT,1,35,2019
UT,1,36,2019
UT,1,37,2019
UT,1,38,2019
UT,1,39,2019
UT,1,40,2019
UT,1,41,2019
UT,1,42,2019
UT,2,43,2019
UT,2,44,2019
UT,2,45,2019
VT,3,11,2016
VT,1,10,2016
VT,1,9,2016
VT,1,8,2016
VT,2,7,2016
VT,1,6,2016
VT,1,5,2016
VT,1,4,2016
VT,1,3,2016
VT,1,2,2016
VT,1,1,2016
VT,1,52,2016
VT,1,51,2015
VT,1,50,2015
VT,1,49,2015
VT,1,48,2015
VT,1,47,2015
VT,1,46,2015
VT,1,45,2015
VT,1,44,2015
VT,1,43,2015
VT,1,42,2015
VT,1,41,2015
VT,1,40,2015
VT,1,32,2015
VT,1,33,2015
VT,1,34,2015
VT,1,35,2015
VT,1,36,2015
VT,1,37,2015
VT,1,38,2015
VT,1,39,2015
VT,1,30,2015
VT,1,31,2015
VT,1,29,2015
VT,1,28,2015
VT,1,27,2015
VT,1,26,2015
VT,1,25,2015
VT,1,24,2015
VT,1,23,2015
VT,1,22,2015
VT,1,21,2015
VT,1,20,2015
VT,1,19,2015
VT,1,18,2015
VT,1,17,2015
VT,1,16,2015
VT,1,15,2015
VT,1,14,2015
VT,3,13,2015
VT,1,12,2015
VT,2,11,2015
VT,1,10,2015
VT,3,9,2015
VT,5,8,2015
VT,8,7,2015
VT,10,6,2015
VT,10,5,2015
VT,10,4,2015
VT,10,3,2015
VT,6,2,2015
VT,3,1,2015
VT,7,53,2015
VT,2,52,2014
VT,1,51,2014
VT,1,50,2014
VT,1,49,2014
VT,1,48,2014
VT,1,47,2014
VT,1,46,2014
VT,1,45,2014
VT,1,44,2014
VT,1,43,2014
VT,1,42,2014
VT,1,41,2014
VT,1,40,2014
VT,1,39,2014
VT,1,38,2014
VT,1,37,2014
VT,1,36,2014
VT,1,35,2014
VT,1,34,2014
VT,1,33,2014
VT,1,32,2014
VT,1,31,2014
VT,1,30,2014
VT,1,29,2014
VT,1,28,2014
VT,1,27,2014
VT,1,26,2014
VT,1,25,2014
VT,1,24,2014
VT,1,23,2014
VT,1,22,2014
VT,1,21,2014
VT,1,20,2014
VT,1,19,2014
VT,1,18,2014
VT,1,17,2014
VT,3,16,2014
VT,3,15,2014
VT,4,14,2014
VT,2,13,2014
VT,2,12,2014
VT,3,11,2014
VT,2,10,2014
VT,4,9,2014
VT,2,8,2014
VT,5,7,2014
VT,6,6,2014
VT,8,5,2014
VT,10,4,2014
VT,5,3,2014
VT,6,2,2014
VT,6,1,2014
VT,7,52,2013
VT,4,51,2013
VT,1,50,2013
VT,2,49,2013
VT,1,48,2013
VT,1,47,2013
VT,1,46,2013
VT,1,45,2013
VT,1,44,2013
VT,1,43,2013
VT,1,42,2013
VT,1,41,2013
VT,1,40,2013
VT,4,39,2013
VT,1,38,2013
VT,1,37,2013
VT,1,35,2013
VT,1,36,2013
VT,1,34,2013
VT,1,33,2013
VT,1,32,2013
VT,1,31,2013
VT,1,30,2013
VT,1,29,2013
VT,1,28,2013
VT,1,27,2013
VT,1,26,2013
VT,1,25,2013
VT,1,24,2013
VT,1,23,2013
VT,1,22,2013
VT,2,21,2013
VT,1,20,2013
VT,1,19,2013
VT,3,18,2013
VT,1,17,2013
VT,5,16,2013
VT,6,15,2013
VT,4,14,2013
VT,3,13,2013
VT,1,12,2013
VT,1,11,2013
VT,4,10,2013
VT,6,9,2013
VT,4,8,2013
VT,9,7,2013
VT,9,6,2013
VT,10,5,2013
VT,10,4,2013
VT,10,3,2013
VT,9,2,2013
VT,7,1,2013
VT,8,52,2012
VT,5,51,2012
VT,3,50,2012
VT,1,49,2012
VT,1,48,2012
VT,1,47,2012
VT,1,46,2012
VT,1,45,2012
VT,1,44,2012
VT,1,43,2012
VT,1,42,2012
VT,1,41,2012
VT,1,40,2012
VT,1,39,2012
VT,1,38,2012
VT,1,37,2012
VT,1,36,2012
VT,1,35,2012
VT,3,34,2012
VT,1,33,2012
VT,1,32,2012
VT,1,31,2012
VT,1,30,2012
VT,1,29,2012
VT,1,28,2012
VT,1,27,2012
VT,1,26,2012
VT,1,25,2012
VT,1,24,2012
VT,1,23,2012
VT,1,22,2012
VT,1,21,2012
VT,1,20,2012
VT,1,19,2012
VT,1,18,2012
VT,2,17,2012
VT,3,16,2012
VT,2,15,2012
VT,4,14,2012
VT,4,13,2012
VT,3,12,2012
VT,2,11,2012
VT,1,10,2012
VT,1,9,2012
VT,2,8,2012
VT,1,7,2012
VT,1,6,2012
VT,1,5,2012
VT,1,4,2012
VT,1,3,2012
VT,3,2,2012
VT,1,1,2012
VT,3,52,2011
VT,1,51,2011
VT,1,50,2011
VT,1,49,2011
VT,1,48,2011
VT,1,47,2011
VT,1,46,2011
VT,1,45,2011
VT,1,44,2011
VT,1,43,2011
VT,1,27,2011
VT,1,28,2011
VT,1,29,2011
VT,1,30,2011
VT,1,31,2011
VT,1,32,2011
VT,1,33,2011
VT,1,34,2011
VT,1,35,2011
VT,1,36,2011
VT,2,37,2011
VT,1,38,2011
VT,1,42,2011
VT,1,41,2011
VT,1,39,2011
VT,1,40,2011
VT,1,23,2011
VT,1,24,2011
VT,1,25,2011
VT,1,26,2011
VT,1,22,2011
VT,1,21,2011
VT,1,20,2011
VT,1,19,2011
VT,1,18,2011
VT,1,17,2011
VT,1,16,2011
VT,1,15,2011
VT,1,14,2011
VT,1,13,2011
VT,1,12,2011
VT,1,11,2011
VT,2,10,2011
VT,1,9,2011
VT,1,8,2011
VT,4,7,2011
VT,2,6,2011
VT,1,5,2011
VT,1,4,2011
VT,1,3,2011
VT,1,2,2011
VT,1,1,2011
VT,1,52,2011
VT,1,51,2010
VT,1,50,2010
VT,1,49,2010
VT,1,48,2010
VT,1,47,2010
VT,1,46,2010
VT,1,45,2010
VT,1,44,2010
VT,1,43,2010
VT,1,42,2010
VT,1,41,2010
VT,1,40,2010
VT,1,39,2010
VT,1,38,2010
VT,1,37,2010
VT,1,36,2010
VT,1,35,2010
VT,1,34,2010
VT,1,33,2010
VT,1,31,2010
VT,1,32,2010
VT,1,21,2010
VT,1,22,2010
VT,1,20,2010
VT,1,19,2010
VT,1,18,2010
VT,1,17,2010
VT,1,16,2010
VT,1,15,2010
VT,1,29,2010
VT,1,30,2010
VT,1,28,2010
VT,1,27,2010
VT,1,26,2010
VT,1,25,2010
VT,1,24,2010
VT,1,23,2010
VT,1,14,2010
VT,1,13,2010
VT,1,12,2010
VT,1,11,2010
VT,1,10,2010
VT,1,9,2010
VT,1,8,2010
VT,3,7,2010
VT,1,6,2010
VT,1,5,2010
VT,1,4,2010
VT,1,3,2010
VT,1,2,2010
VT,1,1,2010
VT,1,52,2010
VT,1,51,2009
VT,1,50,2009
VT,1,49,2009
VT,1,48,2009
VT,1,47,2009
VT,10,46,2009
VT,10,45,2009
VT,10,44,2009
VT,10,43,2009
VT,10,42,2009
VT,2,41,2009
VT,1,40,2009
VT,1,39,2009
VT,1,35,2009
VT,1,36,2009
VT,1,37,2009
VT,1,38,2009
VT,1,19,2009
VT,1,20,2009
VT,1,21,2009
VT,1,22,2009
VT,1,23,2009
VT,1,24,2009
VT,1,25,2009
VT,1,26,2009
VT,1,27,2009
VT,1,28,2009
VT,1,29,2009
VT,1,30,2009
VT,1,31,2009
VT,1,32,2009
VT,1,33,2009
VT,1,34,2009
VT,1,40,2008
VT,1,41,2008
VT,1,42,2008
VT,1,43,2008
VT,1,44,2008
VT,1,45,2008
VT,1,46,2008
VT,1,47,2008
VT,1,48,2008
VT,1,49,2008
VT,1,50,2008
VT,1,51,2008
VT,1,52,2008
VT,1,53,2009
VT,1,1,2009
VT,1,2,2009
VT,1,3,2009
VT,1,4,2009
VT,1,5,2009
VT,1,6,2009
VT,2,7,2009
VT,1,8,2009
VT,1,9,2009
VT,1,10,2009
VT,1,11,2009
VT,1,12,2009
VT,1,13,2009
VT,1,14,2009
VT,1,15,2009
VT,1,16,2009
VT,1,17,2009
VT,1,18,2009
VT,1,43,2020
VT,1,42,2020
VT,1,41,2020
VT,1,40,2020
VT,1,39,2020
VT,1,38,2020
VT,1,37,2020
VT,1,36,2020
VT,1,35,2020
VT,1,34,2020
VT,1,33,2020
VT,1,32,2020
VT,1,31,2020
VT,1,30,2020
VT,1,29,2020
VT,1,28,2020
VT,1,27,2020
VT,1,26,2020
VT,1,25,2020
VT,1,24,2020
VT,1,23,2020
VT,1,22,2020
VT,2,21,2020
VT,3,20,2020
VT,2,19,2020
VT,3,18,2020
VT,2,17,2020
VT,4,16,2020
VT,6,15,2020
VT,9,14,2020
VT,10,13,2020
VT,10,12,2020
VT,10,11,2020
VT,10,10,2020
VT,10,9,2020
VT,10,8,2020
VT,10,7,2020
VT,11,6,2020
VT,11,5,2020
VT,8,4,2020
VT,6,3,2020
VT,5,2,2020
VT,5,1,2020
VT,6,52,2019
VT,4,51,2019
VT,3,50,2019
VT,2,49,2019
VT,2,48,2019
VT,1,47,2019
VT,1,46,2019
VT,1,45,2019
VT,1,44,2019
VT,1,43,2019
VT,1,42,2019
VT,1,41,2019
VT,1,40,2019
VT,1,39,2019
VT,1,38,2019
VT,1,37,2019
VT,1,36,2019
VT,1,35,2019
VT,1,34,2019
VT,1,33,2019
VT,1,32,2019
VT,1,31,2019
VT,1,30,2019
VT,1,29,2019
VT,1,28,2019
VT,1,27,2019
VT,1,26,2019
VT,1,25,2019
VT,1,24,2019
VT,1,22,2019
VT,1,23,2019
VT,1,21,2019
VT,1,20,2019
VT,1,19,2019
VT,1,18,2019
VT,1,17,2019
VT,1,16,2019
VT,3,15,2019
VT,3,14,2019
VT,3,13,2019
VT,6,12,2019
VT,5,11,2019
VT,6,10,2019
VT,5,9,2019
VT,8,8,2019
VT,8,7,2019
VT,6,6,2019
VT,9,5,2019
VT,9,4,2019
VT,7,3,2019
VT,7,2,2019
VT,4,1,2019
VT,6,52,2018
VT,2,51,2018
VT,2,50,2018
VT,1,49,2018
VT,1,48,2018
VT,1,47,2018
VT,1,46,2018
VT,1,45,2018
VT,1,44,2018
VT,1,43,2018
VT,1,42,2018
VT,1,41,2018
VT,1,40,2018
VT,3,39,2018
VT,1,38,2018
VT,2,37,2018
VT,0,36,2018
VT,2,35,2018
VT,1,34,2018
VT,1,33,2018
VT,1,32,2018
VT,1,31,2018
VT,1,30,2018
VT,1,29,2018
VT,1,28,2018
VT,1,27,2018
VT,1,26,2018
VT,1,24,2018
VT,1,25,2018
VT,2,23,2018
VT,1,22,2018
VT,1,21,2018
VT,2,20,2018
VT,2,19,2018
VT,2,18,2018
VT,4,17,2018
VT,4,16,2018
VT,3,15,2018
VT,4,14,2018
VT,5,13,2018
VT,4,12,2018
VT,2,11,2018
VT,6,10,2018
VT,7,9,2018
VT,7,8,2018
VT,8,7,2018
VT,10,6,2018
VT,8,5,2018
VT,7,4,2018
VT,5,3,2018
VT,3,2,2018
VT,3,1,2018
VT,1,52,2017
VT,1,51,2017
VT,2,50,2017
VT,1,49,2017
VT,1,48,2017
VT,1,47,2017
VT,1,46,2017
VT,1,45,2017
VT,1,44,2017
VT,1,43,2017
VT,1,42,2017
VT,1,41,2017
VT,1,40,2017
VT,1,39,2017
VT,1,38,2017
VT,1,37,2017
VT,1,36,2017
VT,1,35,2017
VT,1,34,2017
VT,1,33,2017
VT,1,32,2017
VT,1,31,2017
VT,1,30,2017
VT,1,29,2017
VT,1,28,2017
VT,1,27,2017
VT,1,26,2017
VT,1,25,2017
VT,1,24,2017
VT,1,23,2017
VT,1,22,2017
VT,1,21,2017
VT,1,20,2017
VT,1,19,2017
VT,1,18,2017
VT,1,17,2017
VT,1,16,2017
VT,1,15,2017
VT,1,14,2017
VT,1,13,2017
VT,1,12,2017
VT,1,11,2017
VT,1,10,2017
VT,1,9,2017
VT,1,8,2017
VT,1,7,2017
VT,1,6,2017
VT,1,5,2017
VT,1,4,2017
VT,1,3,2017
VT,1,2,2017
VT,1,1,2017
VT,1,52,2016
VT,1,51,2016
VT,1,50,2016
VT,1,49,2016
VT,1,48,2016
VT,1,47,2016
VT,1,46,2016
VT,1,45,2016
VT,1,44,2016
VT,1,43,2016
VT,1,42,2016
VT,1,41,2016
VT,1,40,2016
VT,1,39,2016
VT,1,38,2016
VT,1,37,2016
VT,1,36,2016
VT,1,35,2016
VT,1,34,2016
VT,1,33,2016
VT,1,32,2016
VT,1,31,2016
VT,1,30,2016
VT,1,29,2016
VT,1,28,2016
VT,1,27,2016
VT,1,26,2016
VT,1,25,2016
VT,1,24,2016
VT,1,23,2016
VT,1,22,2016
VT,1,21,2016
VT,1,20,2016
VT,1,19,2016
VT,1,18,2016
VT,1,17,2016
VT,1,16,2016
VT,1,15,2016
VT,1,14,2016
VT,1,13,2016
VT,1,12,2016
VA,1,29,2012
VA,1,30,2012
VA,1,31,2012
VA,1,32,2012
VA,1,33,2012
VA,1,34,2012
VA,1,35,2012
VA,1,36,2012
VA,1,37,2012
VA,1,38,2012
VA,1,39,2012
VA,1,40,2012
VA,2,41,2012
VA,1,42,2012
VA,2,43,2012
VA,2,44,2012
VA,2,45,2012
VA,3,46,2012
VA,4,47,2012
VA,4,48,2012
VA,6,49,2012
VA,10,50,2012
VA,10,51,2012
VA,10,52,2012
VA,10,1,2013
VA,10,2,2013
VA,10,3,2013
VA,6,4,2013
VA,9,5,2013
VA,7,6,2013
VA,7,7,2013
VA,7,8,2013
VA,7,9,2013
VA,7,10,2013
VA,6,11,2013
VA,5,12,2013
VA,5,13,2013
VA,4,14,2013
VA,3,15,2013
VA,1,16,2013
VA,1,17,2013
VA,1,18,2013
VA,1,19,2013
VA,1,20,2013
VA,1,21,2013
VA,1,22,2013
VA,1,23,2013
VA,1,24,2013
VA,1,25,2013
VA,1,26,2013
VA,1,27,2013
VA,1,28,2013
VA,1,29,2013
VA,1,30,2013
VA,1,31,2013
VA,1,32,2013
VA,1,33,2013
VA,1,34,2013
VA,1,36,2013
VA,1,35,2013
VA,1,37,2013
VA,1,38,2013
VA,1,39,2013
VA,1,40,2013
VA,1,41,2013
VA,2,42,2013
VA,2,43,2013
VA,2,44,2013
VA,2,45,2013
VA,2,46,2013
VA,3,47,2013
VA,3,48,2013
VA,3,49,2013
VA,4,50,2013
VA,5,51,2013
VA,8,52,2013
VA,9,1,2014
VA,9,2,2014
VA,10,3,2014
VA,10,4,2014
VA,8,5,2014
VA,7,6,2014
VA,7,7,2014
VA,5,8,2014
VA,5,9,2014
VA,4,10,2014
VA,3,11,2014
VA,3,12,2014
VA,3,13,2014
VA,3,14,2014
VA,3,15,2014
VA,2,16,2014
VA,1,17,2014
VA,2,18,2014
VA,1,19,2014
VA,1,20,2014
VA,1,21,2014
VA,1,22,2014
VA,1,23,2014
VA,1,24,2014
VA,1,25,2014
VA,1,26,2014
VA,1,27,2014
VA,1,28,2014
VA,1,29,2014
VA,1,30,2014
VA,1,31,2014
VA,1,32,2014
VA,1,33,2014
VA,1,34,2014
VA,1,35,2014
VA,1,36,2014
VA,1,37,2014
VA,2,38,2014
VA,2,39,2014
VA,2,40,2014
VA,3,41,2014
VA,3,42,2014
VA,2,43,2014
VA,2,44,2014
VA,2,45,2014
VA,3,46,2014
VA,3,47,2014
VA,4,48,2014
VA,5,49,2014
VA,8,50,2014
VA,10,51,2014
VA,10,52,2014
VA,10,53,2015
VA,10,1,2015
VA,10,2,2015
VA,10,3,2015
VA,10,4,2015
VA,7,5,2015
VA,5,6,2015
VA,5,7,2015
VA,3,8,2015
VA,3,9,2015
VA,2,10,2015
VA,2,11,2015
VA,3,12,2015
VA,3,13,2015
VA,3,14,2015
VA,2,15,2015
VA,2,16,2015
VA,2,17,2015
VA,2,18,2015
VA,1,19,2015
VA,1,20,2015
VA,1,21,2015
VA,1,22,2015
VA,1,23,2015
VA,1,24,2015
VA,1,25,2015
VA,1,26,2015
VA,1,27,2015
VA,1,28,2015
VA,1,29,2015
VA,1,31,2015
VA,1,30,2015
VA,1,39,2015
VA,1,38,2015
VA,1,37,2015
